Prowess company name,Short name,NIC code,Incorporation year,NSE symbol
LOYAL EQUIPMENTS LTD.,NA,282,2007,NA
A K I INDIA LTD.,NA,15123,1994,AKI
PASHUPATI COTSPIN LTD.,NA,13111,2017,PASHUPATI
BANDHAN BANK LTD.,NA,64191,2014,BANDHANBNK
SWIGGY LTD.,NA,47990,2013,SWIGGY
SRI KRISHNA CONSTRUCTIONS (INDIA) LTD.,NA,41001,2005,NA
THINKINK PICTUREZ LTD.,NA,5911,2008,NA
EURO PANEL PRODUCTS LTD.,NA,24202,2013,EUROBOND
ONE MOBIKWIK SYSTEMS LTD.,NA,61900,2008,MOBIKWIK
A V I ANSH TEXTILE LTD.,NA,13111,2005,AVIANSH
ODIGMA CONSULTANCY SOLUTIONS LTD.,NA,47990,2011,ODIGMA
S A TECH SOFTWARE INDIA LTD.,NA,62013,2012,SATECH
ADANI GREEN ENERGY LTD.,NA,46529,2015,ADANIGREEN
V-MARC INDIA LTD.,r,27320,2014,VMARCIND
DIGJAM LTD.,NA,13123,2015,DIGJAMLMTD
A M I ORGANICS LTD.,NA,21009,2007,AMIORG
N M D C STEEL LTD.,NA,24105,2015,NSLNISP
AKANKSHA POWER & INFRASTRUCTURE LTD.,NA,2610,2008,AKANKSHA
INFINIUM PHARMACHEM LTD.,NA,20,2003,INFINIUM
G V P INFOTECH LTD.,NA,46511,2011,GVPTECH
VIVANTA INDUSTRIES LTD.,NA,46909,2013,NA
RAJPUTANA INDUSTRIES LTD.,NA,2420,2011,RAJINDLTD
NAVIGANT CORPORATE ADVISORS LTD.,NA,70200,2012,NA
ACME SOLAR HOLDINGS LTD.,040,42201,2015,ACMESOLAR
DIGGI MULTITRADE LTD.,NA,41001,2010,NA
MAHESH DEVELOPERS LTD.,NA,41001,2008,NA
APEX ECOTECH LTD.,NA,28195,2009,APEXECO
DREAMFOLKS SERVICES LTD.,NA,46909,2008,DREAMFOLKS
SHIVA MILLS LTD.,NA,13111,2015,SHIVAMILLS
ZINKA LOGISTICS SOLUTIONS LTD.,NA,52219,2015,BLACKBUCK
K P I GREEN ENERGY LTD.,NA,42201,2008,KPIGREEN
DARSHAN ORNA LTD.,NA,32111,2011,NA
VENUS PIPES & TUBES LTD.,NA,24106,2015,VENUSPIPES
DINDIGUL FARM PRODUCT LTD.,NA,10509,2010,NA
TRACXN TECHNOLOGIES LTD.,NA,62013,2012,TRACXN
OCTAWARE TECHNOLOGIES LTD.,NA,62013,2005,NA
C H D CHEMICALS LTD.,NA,46691,2012,NA
VIDLI RESTAURANTS LTD.,NA,46109,2007,NA
BOMBAY SUPER HYBRID SEEDS LTD.,NA,1119,2014,BSHSL
AWFIS SPACE SOLUTIONS LTD.,NA,41001,2014,AWFIS
ARTEMIS ELECTRICALS & PROJECTS LTD.,NA,42909,2009,NA
GLOBE INTERNATIONAL CARRIERS LTD.,NA,52219,2010,GICL
EARTHSTAHL & ALLOYS LTD.,NA,24319,2009,NA
KHEMANI DISTRIBUTORS & MKTG. LTD.,NA,46909,2011,NA
NINTEC SYSTEMS LTD.,NA,62013,2015,NINSYS
UMIYA TUBES LTD.,NA,24311,2013,NA
SPRAYKING LTD.,NA,24209,2005,NA
AGARWAL TOUGHENED GLASS INDIA LTD.,NA,23101,2009,AGARWALTUF
OSIA HYPER RETAIL LTD.,NA,471,2013,OSIAHYPER
I R I S CLOTHINGS LTD.,NA,1410,2011,IRISDOREME
YASH CHEMEX LTD.,NA,46691,2006,NA
SOFTTECH ENGINEERS LTD.,NA,63999,1996,SOFTTECH
EFFWA INFRA & RESEARCH LTD.,NA,28299,2014,EFFWA
NISUS FINANCE SERVICES CO. LTD.,NA,64300,2013,NA
MAKS ENERGY SOLUTIONS INDIA LTD.,NA,46909,2010,MAKS
GAUTAM EXIM LTD.,NA,46696,2005,NA
GAYATRI HIGHWAYS LTD.,NA,649,2006,GAYAHWS
KSHITIJ POLYLINE LTD.,NA,22201,2008,KSHITIJPOL
ELECTRO FORCE (INDIA) LTD.,NA,27900,2010,EFORCE
CAPTAIN TECHNOCAST LTD.,NA,24319,2010,NA
SHIVA GRANITO EXPORT LTD.,NA,24203,2015,NA
TITAANIUM TEN ENTERPRISE LTD.,NA,46411,2008,NA
MADHAV COPPER LTD.,NA,24201,2012,MCL
I R M ENERGY LTD.,NA,52109,2015,IRMENERGY
NAKODA GROUP OF INDS. LTD.,NA,11049,2013,NGIL
S B F C FINANCE LTD.,NA,64990,2008,SBFC
LIBAS CONSUMER PRODUCTS LTD.,NA,1410,2004,LIBAS
VALIANT ORGANICS LTD.,NA,20119,2005,VALIANTORG
RADHIKA JEWELTECH LTD.,NA,32111,2016,RADHIKAJWE
GOYAL SALT LTD.,NA,10798,2010,GOYALSALT
LASA SUPERGENERICS LTD.,NA,2100,2016,LASA
B & B TRIPLEWALL CONTAINERS LTD.,NA,17029,2011,BBTCL
SINTEX PLASTICS TECHNOLOGY LTD.,NA,46909,2015,SPTL
UNICOMMERCE ESOLUTIONS LTD.,NA,62013,2012,UNIECOM
A V S L INDUSTRIES LTD.,NA,22209,2003,AVSL
NANDANI CREATION LTD.,NA,14301,2012,JAIPURKURT
SHASHIJIT INFRAPROJECTS LTD.,NA,42909,2007,NA
D R A CONSULTANTS LTD.,NA,71100,2009,NA
ART NIRMAN LTD.,NA,46909,2011,ARTNIRMAN
DHANUKA REALTY LTD.,NA,42909,2008,DRL
VEERAM SECURITIES LTD.,NA,46498,2011,NA
SHANTI SPINTEX LTD.,NA,13121,2010,NA
ICE MAKE REFRIGERATION LTD.,NA,28191,2009,ICEMAKE
JET FREIGHT LOGISTICS LTD.,NA,51,2006,JETFREIGHT
GLOBAL EDUCATION LTD.,NA,85302,2011,GLOBAL
ARVIND FASHIONS LTD.,NA,47711,2016,ARVINDFASN
INDIA GRID TRUST,e,66190,2016,INDIGRID
ONE POINT ONE SOLUTIONS LTD.,NA,63999,2008,ONEPOINT
IDEAFORGE TECHNOLOGY LTD.,NA,27900,2007,IDEAFORGE
MAXIMUS INTERNATIONAL LTD.,NA,46610,2015,NA
GODHA CABCON & INSULATION LTD.,NA,46620,2016,GODHA
P S P PROJECTS LTD.,NA,41001,2008,PSPPROJECT
GLOBALSPACE TECHNOLOGIES LTD.,NA,62013,2010,NA
RELSTRUCT BUILDCON LTD.,NA,41001,2014,NA
PRICOL LTD.,NA,29209,2011,PRICOLLTD
V L E-GOVERNANCE & I T SOLUTIONS LTD.,NA,47912,2016,VLEGOV
ADESHWAR MEDITEX LTD.,NA,21006,2007,NA
DURLAX TOP SURFACE LTD.,NA,23939,2010,DURLAX
UJJIVAN SMALL FINANCE BANK LTD.,NA,64191,2016,UJJIVANSFB
D C M NOUVELLE LTD.,NA,13111,2016,DCMNVL
ARISTO BIO-TECH & LIFESCIENCE LTD.,NA,2021,2005,ARISTO
SIGNPOST INDIA LTD.,NA,73100,2008,SIGNPOST
W E WIN LTD.,NA,82200,2007,WEWIN
TALWALKARS HEALTHCLUBS LTD.,NA,86909,2016,TALWGYM
ACCURACY SHIPPING LTD.,NA,52242,2008,ACCURACY
BENCHMARK COMPUTER SOLUTIONS LTD.,NA,46511,2002,NA
D R C SYSTEMS INDIA LTD.,NA,62013,2012,DRCSYSTEMS
SANGHVI BRANDS LTD.,NA,86909,2010,NA
SRIVASAVI ADHESIVE TAPES LTD.,NA,21006,2010,SRIVASAVI
TRANSPACT ENTERPRISES LTD.,NA,46596,2013,NA
YUDIZ SOLUTIONS LTD.,NA,62013,2011,YUDIZ
URAVI DEFENCE & TECHNOLOGY LTD.,NA,27400,2004,URAVI
GARUDA CONSTRUCTION & ENGG. LTD.,NA,42909,2010,GARUDA
T A C INFOSEC LTD.,NA,62013,2016,TAC
MUFIN GREEN FINANCE LTD.,NA,64990,2016,MUFIN
SOLARA ACTIVE PHARMA SCIENCES LTD.,NA,21002,2017,SOLARA
BETA DRUGS LTD.,NA,2100,2005,BETA
DEVOTED CONSTRUCTION LTD.,NA,46909,2016,NA
AZAD ENGINEERING LTD.,NA,25999,1983,AZAD
TAYLORMADE RENEWABLES LTD.,NA,27900,2010,NA
INSOLATION ENERGY LTD.,NA,27900,2015,NA
KAPSTON SERVICES LTD.,NA,70200,2009,KAPSTON
A S L INDUSTRIES LTD.,NA,64990,1992,ASLIND
MEERA INDUSTRIES LTD.,NA,28269,2006,NA
YUG DECOR LTD.,NA,20295,2003,NA
BHAKTI GEMS & JEWELLERY LTD.,NA,32111,2010,NA
PRAXIS HOME RETAIL LTD.,NA,47739,2011,PRAXIS
UTKARSH SMALL FINANCE BANK LTD.,NA,64191,2016,UTKARSHBNK
JEYYAM GLOBAL FOODS LTD.,NA,1114,2008,JEYYAM
ORIENT ELECTRIC LTD.,NA,46593,2016,ORIENTELEC
T A R C LTD.,NA,64990,2016,TARC
ROCKINGDEALS CIRCULAR ECONOMY LTD.,NA,46529,2002,ROCKINGDCE
7NR RETAIL LTD.,NA,47711,2012,NA
RIDDHI CORPORATE SERVICES LTD.,NA,62013,2010,NA
TREJHARA SOLUTIONS LTD.,NA,62013,2017,TREJHARA
G G ENGINEERING LTD.,NA,46620,2006,NA
I R B INVIT FUND,NA,66190,,IRBINVIT
S R M CONTRACTORS LTD.,NA,42909,2008,SRM
COX & KINGS FINANCIAL SERVICE LTD.,NA,64990,2016,CKFSL
MESON VALVES INDIA LTD.,NA,46599,2016,NA
POOJAWESTERN METALIKS LTD.,NA,24209,2016,NA
MITTAL LIFE STYLE LTD.,NA,46411,2005,MITTAL
ACCORD SYNERGY LTD.,NA,42202,2014,ACCORD
JIGAR CABLES LTD.,NA,27320,2017,NA
KAARYA FACILITIES & SERVICES LTD.,NA,82990,2009,NA
S S INFRASTRUCTURE DEVP. CONSULTANTS LTD.,NA,71100,2007,SSINFRA
BANSAL MULTIFLEX LTD.,NA,46411,2013,BANSAL
VANTA BIOSCIENCE LTD.,NA,72,2016,NA
SHANTI OVERSEAS (INDIA) LTD.,NA,46101,2011,SHANTI
ACE INTEGRATED SOLUTIONS LTD.,NA,46909,1997,ACEINTEG
RAW EDGE INDUSTRIAL SOLUTIONS LTD.,NA,8,2005,NA
SHRENIK LTD.,NA,46696,2012,SHRENIK
VAISHALI PHARMA LTD.,NA,46497,2008,VAISHALI
DEV LABTECH VENTURE LTD.,NA,32112,1993,NA
EASY TRIP PLANNERS LTD.,NA,47990,2008,EASEMYTRIP
CHANDNI MACHINES LTD.,NA,47739,2016,NA
TEMBO GLOBAL INDS. LTD.,NA,46411,2010,TEMBO
C F F FLUID CONTROL LTD.,NA,25999,2012,NA
XELPMOC DESIGN & TECH LTD.,NA,62013,2015,XELPMOC
AAYUSH ART & BULLION LTD.,NA,46498,2009,NA
SAGAR DIAMONDS LTD.,NA,64191,2015,NA
SHISH INDUSTRIES LTD.,NA,222,2017,NA
SHREE O S F M E-MOBILITY LTD.,NA,77,2006,SHREEOSFM
CONTAINE TECHNOLOGIES LTD.,NA,2610,2008,NA
ESAF SMALL FINANCE BANK LTD.,NA,64191,2016,ESAFSFB
TIERRA AGROTECH LTD.,NA,46101,2013,NA
DIGICONTENT LTD.,NA,46909,2017,DGCONTENT
R M DRIP & SPRINKLERS SYSTEMS LTD.,NA,22209,2004,RMDRIP
R P S G VENTURES LTD.,NA,63999,2017,RPSGVENT
SPENCER'S RETAIL LTD.,NA,471,2017,SPENCERS
CIAN HEALTHCARE LTD.,NA,21009,2003,NA
MANAV INFRA PROJECTS LTD.,NA,42909,2009,MANAV
VINEET LABORATORIES LTD.,NA,2100,2016,VINEETLAB
DHRUV WELLNESS LTD.,NA,46497,2015,NA
D P ABHUSHAN LTD.,NA,46498,2017,DPABHUSHAN
MADHYA PRADESH TODAY MEDIA LTD.,NA,58131,2010,MPTODAY
PRAKASH PIPES LTD.,NA,22209,2017,PPL
KFIN TECHNOLOGIES LTD.,NA,63111,2017,KFINTECH
RELIABLE DATA SERVICES LTD.,gis,63111,2001,RELIABLE
SILLY MONKS ENTERTAINMENT LTD.,NA,59113,2013,SILLYMONKS
VERTOZ LTD.,NA,73100,2012,VERTOZ
TRIDENT TEXOFAB LTD.,NA,46411,2008,NA
MEHAI TECHNOLOGY LTD.,NA,46696,2013,NA
TRIDENT LIFELINE LTD.,NA,46497,2014,NA
B L S E-SERVICES LTD.,NA,46103,2016,BLSE
KANDARP DIGI SMART B P O LTD.,NA,63999,2001,KANDARP
SUDARSHAN PHARMA INDS. LTD.,NA,46691,2008,NA
YASONS CHEMEX CARE LTD.,NA,20114,2017,YCCL
ANI INTEGRATED SERVICES LTD.,NA,46909,2008,AISL
PALM JEWELS LTD.,NA,46498,2005,NA
EIGHTY JEWELLERS LTD.,NA,46498,2010,NA
KIDS MEDICAL SYSTEMS LTD.,NA,86100,2013,NA
LORENZINI APPARELS LTD.,NA,46411,2007,LAL
ANUP ENGINEERING LTD.,NA,28230,2017,ANUP
HINDWARE HOME INNOVATION LTD.,NA,47599,2017,HINDWAREAP
ESPRIT STONES LTD.,NA,8106,2016,ESPRIT
CAMPUS ACTIVEWEAR LTD.,NA,15201,2008,CAMPUS
FELIX INDUSTRIES LTD.,NA,46909,2012,FELIX
LANDMARK CARS LTD.,NA,46102,2006,LANDMARK
AMKAY PRODUCTS LTD.,NA,32504,2007,NA
SAPPHIRE FOODS INDIA LTD.,NA,55101,2009,SAPPHIRE
INNOVANA THINKLABS LTD.,NA,46512,2015,INNOVANA
BANKA BIOLOO LTD.,NA,84119,2012,BANKA
AJOONI BIOTECH LTD.,NA,10801,2010,AJOONI
A & M JUMBO BAGS LTD.,NA,22203,2011,AMJUMBO
M R C AGROTECH LTD.,NA,46620,2015,NA
A A PLUS TRADELINK LTD.,NA,46620,2016,NA
MACPOWER C N C MACHINES LTD.,NA,28221,2003,MACPOWER
VASA RETAIL & OVERSEAS LTD.,NA,47739,2017,VASA
LEX NIMBLE SOLUTIONS LTD.,NA,63999,2005,NA
GAUTAM GEMS LTD.,NA,46697,2014,NA
KENVI JEWELS LTD.,NA,32111,2013,NA
MILESTONE FURNITURE LTD.,NA,31009,2014,NA
UNIINFO TELECOM SERVICES LTD.,NA,61,2010,UNIINFO
FINO PAYMENTS BANK LTD.,NA,66,2007,FINOPB
K P I T TECHNOLOGIES LTD.,NA,62013,2018,KPITTECH
BHATIA COMMUNICATIONS & RETAIL (INDIA) LTD.,NA,47414,2008,NA
GOYAL ALUMINIUMS LTD.,NA,46620,2017,GOYALALUM
INFLAME APPLIANCES LTD.,NA,27509,2017,NA
DEBOCK INDUSTRIES LTD.,NA,47739,2008,DIL
PRITI INTERNATIONAL LTD.,NA,162,2017,PRITI
MAX ESTATES LTD.,NA,64300,2016,MAXESTATES
VIRTUOSO OPTOELECTRONICS LTD.,NA,27509,2015,NA
MAHICKRA CHEMICALS LTD.,NA,46634,2017,MAHICKRA
AAKASH EXPLORATION SERVICES LTD.,NA,46909,2007,AAKASH
JAINAM FERRO ALLOYS (I) LTD.,NA,24104,2014,JAINAM
ARIHANT INSTITUTE LTD.,NA,85,2007,NA
VERA SYNTHETIC LTD.,NA,13999,2000,VERA
AVRO INDIA LTD.,NA,222,1996,AVROIND
U H ZAVERI LTD.,NA,46498,2017,NA
INDO U S BIO-TECH LTD.,NA,1640,2004,INDOUS
DR. LALCHANDANI LABS LTD.,NA,86100,2017,NA
GIRIRAJ CIVIL DEVELOPERS LTD.,NA,42909,2005,GIRIRAJ
SIRCA PAINTS INDIA LTD.,NA,46634,2006,SIRCA
HARDWYN INDIA LTD.,NA,46620,2017,HARDWYN
LATTEYS INDUSTRIES LTD.,NA,28132,2013,LATTEYS
SPACE INCUBATRICS TECHNOLOGIES LTD.,NA,64191,2016,NA
E 2 E NETWORKS LTD.,NA,82990,2009,E2E
SHREE VASU LOGISTICS LTD.,582820,64191,2007,SVLL
INDINFRAVIT TRUST,egistrar,66190,2018,INTERISE
MAAGH ADVERTISING & MKTG. SERVICES LTD.,NA,73100,2013,NA
BAAZAR STYLE RETAIL LTD.,NA,47711,2013,STYLEBAAZA
HARIOM PIPE INDS. LTD.,NA,2410,2007,HARIOMPIPE
AERON COMPOSITE LTD.,NA,222,2011,AERON
A-1 ACID LTD.,NA,46691,2004,NA
POSITRON ENERGY LTD.,NA,70200,2008,POSITRON
ENERGY-MISSION MACHINERIES (INDIA) LTD.,NA,28229,2011,EMMIL
MAGENTA LIFECARE LTD.,NA,22199,2015,NA
AATMAJ HEALTHCARE LTD.,NA,86100,2014,AATMAJ
SAFA SYSTEMS & TECHNOLOGIES LTD.,NA,46529,2021,NA
ITALIAN EDIBLES LTD.,NA,10739,2009,ITALIANE
SHREEOSWAL SEEDS & CHEMICALS LTD.,NA,1640,2017,OSWALSEEDS
BRIGHT SOLAR LTD.,NA,27900,2010,BRIGHT
YASH HIGHVOLTAGE LTD.,NA,27102,2002,NA
USHANTI COLOUR CHEM LTD.,NA,20114,1993,UCL
RESTAURANT BRANDS ASIA LTD.,NA,56301,2013,RBA
GLENMARK LIFE SCIENCES LTD.,NA,2100,2011,GLS
GREENPANEL INDUSTRIES LTD.,NA,16211,2017,GREENPANEL
RAJNISH WELLNESS LTD.,NA,46909,2015,NA
MINDPOOL TECHNOLOGIES LTD.,NA,62013,2011,MINDPOOL
PARIN FURNITURE LTD.,NA,31009,2006,PARIN
DEEP POLYMERS LTD.,NA,22209,2005,NA
RACONTEUR GLOBAL RESOURCES LTD.,NA,64191,2018,NA
SUMIT WOODS LTD.,NA,41001,1997,SUMIT
GO DIGIT GENERAL INSURANCE LTD.,NA,65110,2016,GODIGIT
DANGEE DUMS LTD.,NA,10712,2010,DANGEE
AARTI SURFACTANTS LTD.,I,20,2018,AARTISURF
ADD-SHOP E-RETAIL LTD.,NA,46497,2013,NA
ZAGGLE PREPAID OCEAN SERVICES LTD.,NA,46103,2011,ZAGGLE
SHIVALIC POWER CONTROL LTD.,NA,26517,2004,SPCL
SUNDARAM-CLAYTON LTD.,NA,24319,2017,SUNCLAY
S M GOLD LTD.,NA,47733,2017,NA
AARON INDUSTRIES LTD.,NA,28299,2013,AARON
SPECTRUM ELECTRICAL INDS. LTD.,NA,2610,2008,SPECTRUM
VISHAL MEGA MART LTD.,NA,46909,2018,VMM
SILGO RETAIL LTD.,NA,47733,2016,SILGO
STERLING & WILSON RENEWABLE ENERGY LTD.,NA,42201,2017,SWSOLAR
SYNOPTICS TECHNOLOGIES LTD.,NA,82990,2008,SYNOPTICS
GLOBALE TESSILE LTD.,NA,13,2017,GLOBALE
FLAIR WRITING INDS. LTD.,NA,32901,2016,FLAIR
EMBASSY OFFICE PARKS REIT,NA,66190,,EMBASSY
SHANKAR LAL RAMPAL DYE-CHEM LTD.,NA,46691,2005,SRD
OLA ELECTRIC MOBILITY LTD.,NA,34,2017,OLAELEC
PRITIKA ENGINEERING COMPONENTS LTD.,NA,29209,2018,PRITIKA
RONI HOUSEHOLDS LTD.,NA,222,2017,NA
DEEPAK BUILDERS & ENGINEERS INDIA LTD.,NA,42101,2017,DBEIL
SALASAR EXTERIORS & CONTOUR LTD.,NA,41001,2018,SECL
SHUBHLAXMI JEWEL ART LTD.,NA,46498,2018,SHUBHLAXMI
ASHAPURI GOLD ORNAMENT LTD.,NA,46498,2008,NA
NORTHERN SPIRITS LTD.,NA,46304,2012,NA
COOL CAPS INDS. LTD.,NA,46109,2015,COOLCAPS
USHA FINANCIAL SERVICES LTD.,NA,64990,1995,USHAFIN
GLEAM FABMAT LTD.,NA,46909,2018,NA
BONDADA ENGINEERING LTD.,NA,42202,2012,NA
D J MEDIAPRINT & LOGISTICS LTD.,NA,46909,2009,DJML
HUMMING BIRD EDUCATION LTD.,NA,46909,2010,NA
GALACTICO CORPORATE SERVICES LTD.,NA,66190,2015,NA
INDIABULLS ENTERPRISES LTD.,NA,77,2019,IEL
SUVEN PHARMACEUTICALS LTD.,NA,21009,2018,SUVENPHAR
VARANIUM CLOUD LTD.,NA,61,2017,CLOUD
ROOPSHRI RESORTS LTD.,NA,55101,1990,NA
G K P PRINTING & PACKAGING LTD.,NA,17029,2018,NA
A V P INFRACON LTD.,NA,42101,2009,AVPINFRA
HITACHI ENERGY INDIA LTD.,NA,27102,2019,POWERINDIA
S K INTERNATIONAL EXPORT LTD.,NA,1410,2018,NA
INDIA INFRASTRUCTURE TRUST,NA,66190,,NA
V R FILMS & STUDIOS LTD.,NA,59111,2007,NA
DIGITAL FIBRE INFRASTRUCTURE TRUST,NA,66190,,NA
DATA INFRASTRUCTURE TRUST,NA,66190,,NA
DOLLEX AGROTECH LTD.,NA,1072,2013,DOLLEX
GUJARAT FLUOROCHEMICALS LTD.,NA,20131,2018,FLUOROCHEM
MURAE ORGANISOR LTD.,NA,46497,2012,NA
PARSHVA ENTERPRISES LTD.,NA,46697,2017,NA
CITY PULSE MULTIPLEX LTD.,NA,59141,2000,NA
VIVAA TRADECOM LTD.,NA,46101,2010,NA
FAIRCHEM ORGANICS LTD.,NA,20119,2019,FAIRCHEMOR
VAXTEX COTFAB LTD.,NA,13,2005,VCL
ORIANA POWER LTD.,NA,46529,2013,ORIANA
ARCHIDPLY DECOR LTD.,NA,16299,2017,ADL
GIAN LIFE CARE LTD.,NA,86100,2018,NA
EPACK DURABLE LTD.,NA,28192,2019,EPACK
SAYAJI HOTELS (PUNE) LTD.,NA,55101,2018,NA
ON DOOR CONCEPTS LTD.,NA,472,2014,ONDOOR
MAX INDIA LTD.,NA,64300,2019,MAXIND
JUNGLE CAMPS INDIA LTD.,NA,55101,2002,NA
NOVATEOR RESEARCH LABORATORIES LTD.,NA,32506,2011,NA
ALPHALOGIC TECHSYS LTD.,y,63999,2018,NA
ALLCARGO TERMINALS LTD.,NA,522,2019,ATL
N D R AUTO COMPONENTS LTD.,NA,2930,2019,NDRAUTO
D C INFOTECH & COMMUNICATION LTD.,NA,47411,2019,DCI
RAVINDER HEIGHTS LTD.,NA,77,2019,RVHL
SAYAJI HOTELS (INDORE) LTD.,NA,55101,2018,NA
KRSNAA DIAGNOSTICS LTD.,NA,86100,2010,KRSNAA
IKIO LIGHTING LTD.,NA,26105,2016,IKIO
MANGALAM GLOBAL ENTERPRISE LTD.,NA,10402,2010,MGEL
RAJGOR CASTOR DERIVATIVES LTD.,NA,10402,2018,RCDL
NIRMITEE ROBOTICS INDIA LTD.,NA,46909,2016,NA
ORIENTAL INFRATRUST,NA,66190,,OSEINTRUST
VALENCIA NUTRITION LTD.,NA,10797,2013,NA
SIGMA SOLVE LTD.,NA,62013,2010,SIGMA
I C L ORGANIC DAIRY PRODUCTS LTD.,NA,46302,2013,NA
DHARMAJ CROP GUARD LTD.,NA,20211,2015,DHARMAJ
S M AUTO STAMPING LTD.,NA,2930,2006,NA
SPECTRUM TALENT MGMT. LTD.,NA,78100,2012,SPECTSTM
PROVENTUS AGROCOM LTD.,NA,64300,2015,PROV
PURV FLEXIPACK LTD.,NA,46909,2005,PURVFLEXI
ASHAPURA LOGISTICS LTD.,NA,5210,2002,ASHALOG
STEELMAN TELECOM LTD.,NA,61,2003,NA
RADIANT CASH MGMT. SERVICES LTD.,NA,46103,2005,RADIANTCMS
R O JEWELS LTD.,NA,46498,2018,NA
SUPREME FACILITY MGMT. PVT. LTD.,NA,70200,2005,SFML
FONE4 COMMUNICATIONS(INDIA) LTD.,NA,47414,2014,NA
LE TRAVENUES TECHNOLOGY LTD.,NA,46103,2006,IXIGO
G M POLYPLAST LTD.,NA,222,2003,NA
MACH CONFERENCES & EVENTS LTD.,NA,79110,2004,NA
S D RETAIL LTD.,NA,1410,2004,SDREAMS
MAIDEN FORGINGS LTD.,NA,25910,2005,NA
MARINETRANS INDIA LTD.,NA,50,2004,MARINETRAN
TIMESCAN LOGISTICS (INDIA) LTD.,NA,77,2006,TIMESCAN
M O S UTILITY LTD.,NA,79110,2009,MOS
NEWMALAYALAM STEEL LTD.,NA,24311,2017,NMSTEEL
CARGOSOL LOGISTICS LTD.,NA,52219,2011,NA
CELL POINT (INDIA) LTD.,NA,474,2013,CELLPOINT
CHAVDA INFRA LTD.,NA,42909,2012,CHAVDA
JAY JALARAM TECHNOLOGIES LTD.,NA,47414,2012,KORE
JETMALL SPICES & MASALA LTD.,NA,46309,2012,NA
SERVICE CARE LTD.,NA,78100,2011,SERVICE
SHIVAM CHEMICALS LTD.,NA,47,2010,NA
WISE TRAVEL INDIA LTD.,NA,77,2009,WTICAB
TRANWAY TECHNOLOGIES LTD.,NA,63999,2015,NA
LIKHITHA INFRASTRUCTURE LTD.,NA,42909,1998,LIKHITHA
MEGHMANI ORGANICS LTD.,NA,20,2019,MOL
AVEER FOODS LTD.,NA,11049,2019,NA
INTEGRATED PERSONNEL SERVICES LTD.,NA,78100,2004,IPSL
SURATWWALA BUSINESS GROUP LTD.,NA,41001,2008,SBGLP
COSPOWER ENGINEERING LTD.,NA,26101,2010,NA
INOX WIND ENERGY LTD.,NA,64300,2020,IWEL
BILLWIN INDUSTRIES LTD.,NA,14104,2014,NA
KSOLVES INDIA LTD.,NA,62013,2014,KSOLVES
PIRAMAL PHARMA LTD.,NA,21009,2020,PPLPHARMA
ELECTRONICS MART INDIA LTD.,NA,474,2018,EMIL
S B L INFRATECH LTD.,NA,41001,2015,NA
V R INFRASPACE LTD.,NA,41001,2015,VR
KALANA ISPAT LTD.,NA,24103,2012,KALANA
ADVAIT INFRATECH LTD.,NA,46909,2010,NA
TECHERA ENGINEERING (INDIA) LTD.,NA,281,2018,TECHERA
AELEA COMMODITIES LTD.,NA,1252,2018,NA
HONASA CONSUMER LTD.,NA,46491,2016,HONASA
RADIOWALLA NETWORK LTD.,NA,61209,2010,RADIOWALLA
ENTERO HEALTHCARE SOLUTIONS LTD.,NA,46497,2018,ENTERO
B E W ENGINEERING LTD.,NA,28299,2011,BEWLTD
SHINE FASHIONS (INDIA) LTD.,NA,46411,2019,NA
ATAM VALVES LTD.,NA,2813,1985,ATAM
MINDSPACE BUSINESS PARKS R E I T,NA,64300,,MINDSPACE
REVATHI EQUIPMENT INDIA LTD.,NA,28242,2020,RVTH
RAYMOND LIFESTYLE LTD.,NA,46411,2019,RAYMONDLSL
JUBILANT INGREVIA LTD.,NA,2100,2019,JUBLINGREA
G M R POWER & URBAN INFRA LTD.,NA,34,2019,GMRP&UI
AARTI PHARMALABS LTD.,NA,21009,2019,AARTIPHARM
SECMARK CONSULTANCY LTD.,NA,66190,2011,SECMARK
PLATINUMONE BUSINESS SERVICES LTD.,NA,63999,2008,NA
ADISHAKTI LOHA & ISPAT LTD.,NA,46620,2015,NA
RAJESHWARI CANS LTD.,NA,24203,2018,NA
KAMDHENU VENTURES LTD.,NA,64300,2019,KAMOPAINTS
BODHI TREE MULTIMEDIA LTD.,NA,59113,2013,BTML
JAYANT INFRATECH LTD.,NA,41001,2003,NA
PUNE E-STOCK BROKING LTD.,NA,66120,2007,NA
BROOKFIELD INDIA REAL ESTATE TRUST,NA,66190,,BIRET
I R B INFRASTRUCTURE TRUST,NA,64300,,IRBIT
KNOWLEDGE MARINE & ENGG. WORKS LTD.,NA,77,2015,KMEW
G H C L TEXTILES LTD.,NA,13111,2020,GHCLTEXTIL
M R P AGRO LTD.,NA,46201,2018,NA
NET PIX SHORTS DIGITAL MEDIA LTD.,NA,59113,2019,NA
NURECA LTD.,NA,46596,2016,NURECA
DDEV PLASTIKS INDS. LTD.,NA,20131,2020,NA
Q M S MEDICAL ALLIED SERVICES LTD.,NA,46596,2017,QMSMEDI
KRISHIVAL FOODS LTD.,NA,46209,2014,KRISHIVAL
POWERGRID INFRASTRUCTURE INVESTMENT TRUST,NA,66190,,PGINVIT
NETWORK PEOPLE SERVICES TECHNOLOGIES LTD.,NA,62013,2013,NPST
SOTAC PHARMACEUTICALS LTD.,NA,2100,2015,SOTAC
